"person_id","screening_date","first_offense_date","current_offense_date","offenses_within_30","before_cutoff_date","p_felony_count_person","p_misdem_count_person","p_charge_violent","p_current_age","p_age_first_offense","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","p_n_on_probation","p_current_on_probation","p_prob_revoke","p_charge","p_arrest","p_jail30","p_prison30","p_prison","p_probation","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Violence_decile_score","Risk of Violence_raw_score","is_misdem","recid","recid_violent","raw_score","decile_score","race_black","race_white","race_hispanic","race_asian","race_native","sex_male","crim_inv","filt1","filt2","filt3","filt4","filt5","filt6"
857,2014-02-25,2003-05-30,2014-02-24,1,2014-02-24,16,9,5,26,15,8,2,0,2,0,0,0,0,5,0,1,26,11,0,0,3,1,2,17,8,0.26,9,-0.83,0,1,1,0.26,8,1,0,0,0,0,1,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
858,2013-11-06,2013-11-06,2013-11-06,1,2013-11-06,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,-1.12,3,-2.54,1,0,0,-1.12,3,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
859,2013-04-24,2012-09-27,2013-04-23,3,2013-04-23,0,1,0,20,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,5,-0.4,7,-1.42,0,0,0,-0.4,5,1,0,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
860,2014-04-07,2014-04-06,2014-04-06,3,2014-04-06,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,-0.76,6,-1.62,0,0,0,-0.76,3,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
863,2013-09-15,1997-11-13,2013-09-14,2,2013-09-14,4,2,0,37,21,0,0,0,0,0,0,0,0,1,0,0,6,10,0,0,1,3,5,22,4,-0.64,1,-3.08,0,0,0,-0.64,4,0,1,0,0,0,1,10,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
864,2013-04-25,2010-05-21,2013-04-25,1,2013-04-25,3,10,1,21,18,0,1,0,0,0,0,0,0,0,0,0,13,4,0,0,0,1,2,17,8,0.29,4,-2.04,0,0,0,0.29,8,0,0,1,0,0,1,14,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
867,2013-12-22,2008-08-12,2013-12-22,5,2013-12-22,3,8,1,24,19,0,1,0,0,0,0,0,0,1,0,0,11,7,0,0,0,2,3,19,4,-0.54,9,-0.91,1,1,0,-0.54,4,1,0,0,0,0,1,13,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
868,2014-11-01,2014-10-31,2014-10-31,1,2014-10-31,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,-2.09,1,-3.53,0,0,0,-2.09,1,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
869,2013-09-07,1999-02-23,2013-09-07,1,2013-09-07,7,9,8,42,27,0,0,0,5,3,0,0,0,1,0,0,18,12,0,0,0,5,6,24,3,-0.82,6,-1.68,1,0,0,-0.82,3,0,1,0,0,0,1,23,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
871,2013-02-06,2013-02-06,2013-02-06,1,2013-02-06,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,1,-2.2,1,-3.67,1,0,0,-2.2,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
872,2014-01-24,1997-07-25,2014-01-23,2,2014-01-23,12,6,2,35,19,0,0,0,2,0,0,0,1,6,0,0,18,12,0,0,1,4,5,22,7,0.05,5,-1.82,0,0,0,0.05,7,1,0,0,0,0,1,23,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
874,2013-03-06,2009-02-01,2013-03-05,3,2013-03-05,0,6,0,23,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,15,6,-0.17,6,-1.65,0,0,0,-0.17,6,0,0,1,0,0,1,6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
875,2013-05-28,2013-05-27,2013-05-27,1,2013-05-27,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,-1.12,3,-2.32,1,0,0,-1.12,3,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
876,2014-09-29,2014-09-28,2014-09-28,1,2014-09-28,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,-1.92,1,-3.32,1,0,0,-1.92,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
877,2013-12-11,2011-12-02,2013-12-10,2,2013-12-10,1,2,0,19,17,1,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,1,2,17,7,-0.1,8,-1.05,0,0,0,-0.1,7,1,0,0,0,0,1,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
880,2013-08-13,2013-08-04,2013-08-04,2,2013-08-04,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1,-2.45,1,-4.09,0,0,0,-2.45,1,0,0,1,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
881,2014-01-21,2009-06-29,2014-01-21,1,2014-01-21,1,2,0,47,43,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,21,1,-2.41,1,-3.93,1,1,0,-2.41,1,0,1,0,0,0,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
882,2014-12-15,2001-05-13,2014-12-14,5,2014-12-14,6,9,2,49,35,0,1,0,1,0,0,0,0,0,0,0,15,3,0,0,0,2,5,23,1,-1.66,1,-3.82,0,1,0,-1.66,1,0,1,0,0,0,1,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
884,2013-08-14,2013-08-14,2013-08-14,1,2013-08-14,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1,-2.08,1,-4.01,1,1,0,-2.08,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
886,2013-08-21,2013-08-20,2013-08-20,1,2013-08-20,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,-1.95,1,-3.54,1,0,0,-1.95,1,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
887,2013-03-04,2006-02-24,2013-03-03,3,2013-03-03,0,10,0,27,20,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,18,6,-0.21,6,-1.66,0,1,1,-0.21,6,1,0,0,0,0,1,10,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
887,2014-07-20,2006-02-24,2014-07-19,2,2014-07-19,2,14,1,29,20,0,0,0,0,1,0,0,0,0,0,0,16,6,0,0,0,0,6,24,7,0.08,6,-1.68,1,0,0,0.08,7,1,0,0,0,0,1,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
887,2014-08-14,2006-02-24,2014-07-19,1,2014-07-19,2,14,1,29,20,0,0,0,0,1,0,0,0,0,0,0,16,6,0,0,0,0,7,27,8,0.13,6,-1.64,1,0,0,0.13,8,1,0,0,0,0,1,16,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
888,2014-01-22,2014-01-21,2014-01-21,1,2014-01-21,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,-1.27,4,-2.16,1,0,0,-1.27,3,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
890,2013-12-07,2013-12-06,2013-12-06,1,2013-12-06,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,6,-0.14,5,-1.94,1,1,0,-0.14,6,0,0,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
892,2014-01-10,2014-01-09,2014-01-09,3,2014-01-09,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,7,-0.02,5,-1.93,0,0,0,-0.02,7,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
893,2013-02-25,2013-02-23,2013-02-23,3,2013-02-23,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,1,-1.49,2,-2.92,1,0,0,-1.49,1,0,0,1,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
894,2014-09-25,2002-02-20,2014-09-24,1,2014-09-24,0,3,0,54,42,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,5,22,1,-1.64,1,-3.53,1,0,0,-1.64,1,0,1,0,0,0,1,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
896,2014-10-18,2014-10-16,2014-10-16,1,2014-10-16,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,7,-0.14,3,-2.46,0,0,0,-0.14,7,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
899,2013-03-17,2013-03-16,2013-03-16,2,2013-03-16,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,-0.96,4,-2.12,1,0,0,-0.96,3,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
900,2013-11-04,2013-11-03,2013-11-03,2,2013-11-03,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,-0.22,5,-1.76,0,0,0,-0.22,7,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
901,2013-01-13,2013-01-12,2013-01-12,1,2013-01-12,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,-1.18,3,-2.44,1,0,0,-1.18,2,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
904,2014-05-24,2014-05-23,2014-05-23,2,2014-05-23,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,-1.05,5,-1.81,1,1,1,-1.05,2,0,0,1,0,0,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
905,2013-07-23,2013-06-26,2013-06-26,1,2013-06-26,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,-1.43,1,-3.01,0,0,0,-1.43,1,0,0,1,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
906,2013-09-22,2009-02-21,2013-09-22,5,2013-09-22,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,5,-0.67,5,-1.93,0,0,0,-0.67,5,0,1,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
907,2014-06-06,2014-04-10,2014-06-05,2,2014-06-05,0,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,7,-0.08,6,-1.68,0,0,0,-0.08,7,1,0,0,0,0,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
908,2014-10-15,2014-10-14,2014-10-14,1,2014-10-14,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,-1.31,3,-2.48,1,0,0,-1.31,2,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
911,2014-09-08,2014-09-07,2014-09-07,3,2014-09-07,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,-2.27,1,-3.93,1,0,0,-2.27,1,0,0,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
912,2014-08-26,2014-08-25,2014-08-25,2,2014-08-25,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,-1.48,2,-2.64,1,0,0,-1.48,1,0,0,0,1,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
913,2013-07-12,2009-07-23,2013-06-22,1,2013-06-22,0,2,1,28,24,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,6,24,8,0.19,3,-2.52,1,1,0,0.19,8,1,0,0,0,0,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
914,2014-12-02,2008-08-16,2014-12-01,1,2014-12-01,1,2,3,26,20,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,15,7,0.06,8,-1.12,1,1,1,0.06,7,1,0,0,0,0,1,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
916,2013-01-18,2013-01-17,2013-01-17,3,2013-01-17,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,-1.34,1,-3,0,0,0,-1.34,2,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
917,2014-12-10,2012-03-09,2014-12-09,1,2014-12-09,3,9,0,21,18,0,0,0,0,0,0,0,0,1,0,0,12,11,0,0,0,1,5,22,10,0.87,8,-1.11,0,1,1,0.87,10,1,0,0,0,0,1,13,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
918,2013-04-16,2000-06-16,2013-04-15,3,2013-04-15,0,2,0,35,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,11,1,-1.72,1,-3.24,0,0,0,-1.72,1,1,0,0,0,0,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
920,2014-05-09,1999-07-20,2014-05-08,2,2014-05-08,3,2,3,48,33,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,1,14,1,-2,1,-3.56,1,0,0,-2,1,0,0,0,0,0,1,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
921,2013-03-04,2011-03-23,2013-03-04,2,2013-03-04,1,2,0,27,25,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,2,17,7,-0.09,4,-2.06,1,0,0,-0.09,7,1,0,0,0,0,1,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
923,2013-11-06,2009-07-12,2013-11-06,1,2013-11-06,0,1,0,41,36,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,21,1,-1.82,1,-3.63,1,0,0,-1.82,1,1,0,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
924,2013-10-09,2013-10-08,2013-10-08,1,2013-10-08,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,-2.61,1,-4.28,1,0,0,-2.61,1,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
925,2013-04-18,2009-08-21,2013-04-16,1,2013-04-16,0,2,2,34,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,17,1,-1.73,1,-3.46,1,0,0,-1.73,1,0,1,0,0,0,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
926,2014-08-25,2007-02-20,2014-08-25,1,2014-08-25,7,4,3,26,18,0,3,0,0,0,0,0,0,0,0,0,11,4,0,0,0,1,5,23,7,0.06,7,-1.48,1,1,0,0.06,7,1,0,0,0,0,1,12,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
927,2013-09-06,2013-09-06,2013-09-06,3,2013-09-06,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,-1.39,1,-3.26,0,0,0,-1.39,1,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
928,2014-11-27,2014-11-26,2014-11-26,3,2014-11-26,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,-1.72,1,-3.23,1,0,0,-1.72,1,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
929,2014-09-17,2010-11-22,2014-09-16,3,2014-09-16,0,4,1,22,19,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,13,4,-0.64,5,-1.95,0,1,0,-0.64,4,0,1,0,0,0,1,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
930,2014-07-26,2014-07-25,2014-07-25,3,2014-07-25,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,8,0.2,6,-1.56,0,1,0,0.2,8,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
931,2014-04-10,2014-04-03,2014-04-03,1,2014-04-03,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,4,-0.54,1,-3.07,0,0,0,-0.54,4,0,0,1,0,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
934,2013-04-09,2008-09-12,2013-04-08,1,2013-04-08,1,3,1,22,18,0,0,0,0,1,0,0,0,0,1,0,4,3,0,0,0,1,5,22,5,-0.32,4,-2.13,0,1,1,-0.32,5,1,0,0,0,0,1,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
935,2013-12-01,2013-11-30,2013-11-30,1,2013-11-30,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,-2.13,1,-3.94,1,0,0,-2.13,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
936,2014-07-02,2014-07-01,2014-07-01,10,2014-07-01,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,-1.59,1,-3,0,0,0,-1.59,1,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
937,2013-12-25,2009-08-25,2013-12-24,5,2013-12-24,3,6,2,27,23,0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,20,5,-0.32,3,-2.49,0,1,1,-0.32,5,0,0,1,0,0,1,9,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
938,2014-07-20,2013-08-18,2014-07-19,1,2014-07-19,0,2,0,57,56,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,11,1,-2.77,1,-4.32,1,1,0,-2.77,1,0,1,0,0,0,0,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
939,2014-11-28,2007-10-03,2014-11-27,1,2014-11-27,2,0,2,62,55,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1,15,1,-1.92,1,-3.32,1,0,0,-1.92,1,1,0,0,0,0,1,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
940,2014-11-24,2014-11-23,2014-11-23,1,2014-11-23,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,4,-0.88,5,-1.93,1,0,0,-0.88,4,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
942,2014-04-13,2014-04-11,2014-04-11,1,2014-04-11,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,-1.11,3,-2.5,1,0,0,-1.11,3,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
944,2014-01-03,2005-12-12,2014-01-03,3,2014-01-03,2,10,1,26,18,0,0,0,0,1,0,0,0,5,1,0,12,2,0,0,0,3,2,17,3,-0.82,2,-2.7,0,0,0,-0.82,3,1,0,0,0,0,1,15,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
947,2013-02-24,2010-11-30,2013-02-23,1,2013-02-23,2,3,3,20,18,0,1,0,0,2,0,0,0,2,1,0,5,3,0,0,0,2,3,19,10,0.88,9,-0.7,0,0,0,0.88,10,0,1,0,0,0,0,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
948,2013-01-20,2013-01-19,2013-01-19,1,2013-01-19,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,-0.67,6,-1.71,1,0,0,-0.67,5,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
949,2014-10-25,2014-09-17,2014-10-23,6,2014-10-23,3,3,0,18,18,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,21,10,0.52,7,-1.36,0,1,0,0.52,10,0,1,0,0,0,0,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
950,2013-05-24,2012-01-24,2013-05-24,1,2013-05-24,5,4,3,20,18,0,2,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,1,15,10,0.83,8,-1,0,0,0,0.83,10,1,0,0,0,0,1,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
951,2013-10-01,2013-09-03,2013-09-03,1,2013-09-03,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,1,-1.7,1,-3.06,1,0,0,-1.7,1,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
953,2014-03-10,2014-03-10,2014-03-10,1,2014-03-10,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,-1.59,1,-3.02,1,0,0,-1.59,1,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
955,2013-04-08,1990-04-24,2013-04-07,2,2013-04-07,17,12,2,58,35,0,1,0,0,0,0,0,0,4,0,2,29,26,0,0,1,5,7,27,6,-0.28,3,-2.32,0,1,0,-0.28,6,1,0,0,0,0,1,35,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
957,2014-07-27,2014-07-26,2014-07-26,1,2014-07-26,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,-1.02,2,-2.6,0,0,0,-1.02,2,0,0,1,0,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
958,2013-02-08,2013-02-08,2013-02-08,5,2013-02-08,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,-1.38,2,-2.91,1,0,0,-1.38,2,0,0,1,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
959,2014-10-07,2012-08-03,2014-09-16,4,2014-09-16,3,3,2,19,17,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,14,9,0.31,6,-1.5,1,1,1,0.31,9,1,0,0,0,0,1,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
960,2013-03-22,2010-05-30,2013-03-21,2,2013-03-21,0,4,0,23,20,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,21,7,-0.1,4,-2.01,0,1,0,-0.1,7,0,1,0,0,0,1,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
961,2014-11-05,2014-11-05,2014-11-05,3,2014-11-05,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,-1.29,3,-2.28,1,0,0,-1.29,3,0,0,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
962,2013-08-24,2009-03-20,2013-08-24,1,2013-08-24,8,5,3,25,20,0,2,0,0,0,0,0,0,4,0,0,13,5,0,0,0,4,5,23,9,0.36,7,-1.34,1,0,0,0.36,9,0,1,0,0,0,1,17,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
963,2013-12-25,2013-08-15,2013-12-24,2,2013-12-24,0,1,0,23,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,14,5,-0.35,3,-2.25,0,0,0,-0.35,5,0,1,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
964,2013-04-25,2010-01-08,2013-04-25,1,2013-04-25,0,3,0,20,17,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,12,5,-0.41,5,-1.83,0,1,0,-0.41,5,0,1,0,0,0,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
964,2013-08-20,2010-01-08,2013-08-19,1,2013-08-19,1,3,1,20,17,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,14,7,0,7,-1.31,0,0,0,0,7,0,1,0,0,0,1,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
965,2014-02-06,2014-02-05,2014-02-05,2,2014-02-05,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,-1.75,1,-3.25,0,0,0,-1.75,1,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
966,2014-12-19,2003-02-10,2014-12-18,2,2014-12-18,0,1,0,50,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,24,4,-0.62,1,-3.54,0,0,0,-0.62,4,0,1,0,0,0,1,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
967,2013-04-09,2003-07-21,2013-04-08,1,2013-04-08,6,19,11,24,14,0,6,0,0,0,0,0,0,10,0,0,25,12,0,0,0,2,3,19,9,0.57,6,-1.73,0,1,1,0.57,9,1,0,0,0,0,1,27,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
968,2014-09-14,2014-09-14,2014-09-14,3,2014-09-14,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,-1.28,2,-2.66,0,1,0,-1.28,3,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
969,2013-02-06,2013-02-05,2013-02-05,2,2013-02-05,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,9,0.58,7,-1.48,0,0,0,0.58,9,0,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
970,2014-03-18,1999-05-08,2014-03-17,1,2014-03-17,6,9,8,36,21,0,1,0,1,3,0,0,0,0,0,0,15,13,0,0,2,5,3,18,6,-0.3,1,-3.15,0,0,0,-0.3,6,1,0,0,0,0,1,22,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
971,2014-09-10,2004-06-28,2014-08-27,1,2014-08-27,0,5,3,57,47,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,2,17,2,-1.31,1,-3.09,0,1,1,-1.31,2,1,0,0,0,0,0,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
973,2014-05-22,2014-05-20,2014-05-20,2,2014-05-20,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,4,-0.94,1,-3.58,1,1,0,-0.94,4,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
975,2014-02-27,2014-02-26,2014-02-26,4,2014-02-26,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,-0.84,5,-1.78,0,0,0,-0.84,3,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
976,2014-08-08,2014-07-22,2014-08-07,3,2014-08-07,2,0,1,18,18,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,13,5,-0.33,8,-1.09,0,0,0,-0.33,5,1,0,0,0,0,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
